stamp,x,y,z,roll,pitch,yaw
1.31762e+09,214.145,181.197,-5.30713,0.0197997,-0.0157253,-2.75821
1.31762e+09,212.328,179.933,-5.26156,0.0079385,-0.0215832,-2.50386
1.31762e+09,210.975,178.416,-5.20042,0.00958935,-0.0173867,-2.27181
1.31762e+09,209.925,176.47,-5.15108,0.00234689,-0.0311491,-2.03384
1.31762e+09,209.269,174.167,-5.07468,-0.0160897,-0.0246929,-1.81108
1.31762e+09,209.022,171.657,-5.02571,-0.0265083,-0.0194541,-1.65366
1.31762e+09,209.001,169.649,-4.97761,-0.0380419,-0.0309588,-1.59508
1.31762e+09,209.011,167.512,-4.91564,-0.0325086,-0.0171413,-1.57394
1.31762e+09,209.033,165.293,-4.84847,-0.0282824,-0.0352524,-1.56153
1.31762e+09,209.066,162.963,-4.77163,-0.025378,-0.0243693,-1.55453
1.31762e+09,209.121,160.532,-4.6996,-0.0165924,-0.0228397,-1.54657
1.31762e+09,209.207,158.028,-4.62387,-0.0174932,-0.02599,-1.54126
1.31762e+09,209.295,155.473,-4.55608,-0.0158771,-0.0227624,-1.53733
1.31762e+09,209.395,152.776,-4.47833,-0.00933608,-0.0192281,-1.53075
1.31762e+09,209.54,150.059,-4.40698,-0.00452308,-0.0149833,-1.51761
1.31762e+09,209.714,147.37,-4.34476,-0.00447297,-0.00963806,-1.50211
1.31762e+09,209.947,144.683,-4.27799,-0.00728529,-0.0120224,-1.48585
1.31762e+09,210.25,141.988,-4.21446,-0.0142151,-0.0133448,-1.47296
1.31762e+09,210.551,139.319,-4.15868,-0.0228009,-0.00990368,-1.47019
1.31762e+09,210.865,136.686,-4.09054,-0.0367909,-0.0111116,-1.47216
1.31762e+09,211.15,134.104,-4.02925,-0.0446983,-0.0188516,-1.47741
1.31762e+09,211.391,131.634,-3.94721,-0.0463393,-0.0158661,-1.48377
1.31762e+09,211.619,129.292,-3.88066,-0.0552313,-0.0143391,-1.49352
1.31762e+09,211.79,127.136,-3.81597,-0.0533509,-0.0194983,-1.51113
1.31762e+09,211.899,124.539,-3.71252,-0.043364,-0.0220917,-1.53427
1.31762e+09,211.966,122.083,-3.62092,-0.0408376,-0.0293848,-1.55656
1.31762e+09,211.987,119.641,-3.52668,-0.0391633,-0.0133107,-1.56697
1.31762e+09,211.998,117.233,-3.49191,-0.0375725,0.000592938,-1.55432
1.31762e+09,212.088,114.885,-3.44559,-0.0152913,-0.0184988,-1.495
1.31762e+09,212.469,112.562,-3.38073,-0.0117383,-0.0208545,-1.39157
1.31762e+09,213.187,110.339,-3.30905,-0.0208241,-0.00406659,-1.23801
1.31762e+09,214.265,108.402,-3.29386,-0.0216514,-0.00135177,-1.03809
1.31762e+09,215.658,106.806,-3.2664,-0.0205457,-0.0150967,-0.81741
1.31762e+09,217.346,105.515,-3.23064,-0.00747335,-0.00142976,-0.605541
1.31762e+09,219.244,104.671,-3.20514,-0.00836775,-0.00233833,-0.411744
1.31762e+09,221.196,104.178,-3.19745,-0.0330251,0.00862969,-0.261503
1.31762e+09,223.199,103.753,-3.20583,-0.0573565,0.0109075,-0.201623
1.31762e+09,225.174,103.369,-3.20219,-0.0595942,0.00672899,-0.203064
1.31762e+09,227.412,102.721,-3.1936,-0.0543202,0.0120972,-0.31227
1.31762e+09,229.181,101.779,-3.14814,-0.0212691,0.00117472,-0.544063
1.31762e+09,230.746,100.206,-3.15094,-0.0211128,0.00158981,-0.900676
1.31762e+09,231.718,98.1606,-3.11688,-0.0290757,-0.00661187,-1.19655
1.31762e+09,232.24,96.0971,-3.07462,-0.0133772,-0.00870452,-1.36869
1.31762e+09,232.611,93.6347,-3.03144,-0.0168563,-0.0258028,-1.44931
1.31762e+09,232.853,91.3594,-2.96539,-0.00830057,-0.0190836,-1.47522
1.31762e+09,233.105,88.8291,-2.91766,-0.00633558,-0.0152023,-1.48058
1.31762e+09,233.281,86.8059,-2.87248,-0.00585467,-0.0212845,-1.48607
1.31762e+09,233.493,84.5986,-2.81669,-0.00983544,-0.0219624,-1.49256
1.31762e+09,233.655,82.2891,-2.75491,-0.0060484,-0.0186771,-1.50092
1.31762e+09,233.815,79.8904,-2.69364,-0.00673246,-0.0181367,-1.50679
1.31762e+09,233.983,77.4504,-2.63484,-0.00492167,-0.0214669,-1.51323
1.31762e+09,234.154,74.9221,-2.55837,-0.00724313,-0.0260713,-1.51746
1.31762e+09,234.293,72.3158,-2.47411,-0.00478446,-0.0221522,-1.51841
1.31762e+09,234.432,69.6633,-2.39702,-0.00353533,-0.0183436,-1.51023
1.31762e+09,234.618,67.0266,-2.31553,-0.00255727,-0.0232402,-1.50098
1.31762e+09,234.852,64.3982,-2.21999,-0.00523529,-0.0243222,-1.49626
1.31762e+09,235.071,61.7679,-2.18172,-0.00337753,-0.0113844,-1.49124
1.31762e+09,235.289,59.2255,-2.08209,-0.00308949,-0.0286464,-1.4868
1.31762e+09,235.508,56.6648,-2.02032,-0.00037863,-0.018756,-1.48725
1.31762e+09,235.716,54.1506,-1.94531,0.00212369,-0.0234257,-1.48745
1.31762e+09,235.952,51.6786,-1.86837,0.00302914,-0.0197266,-1.48409
1.31762e+09,236.183,49.2427,-1.78937,0.00526923,-0.0241403,-1.48042
1.31762e+09,236.411,46.8289,-1.71715,0.00598794,-0.0212165,-1.47704
1.31762e+09,236.651,44.5106,-1.64182,0.00524401,-0.0201668,-1.47289
1.31762e+09,236.89,42.3191,-1.57246,-0.00105514,-0.0199781,-1.47023
1.31762e+09,237.124,40.2496,-1.50139,-0.00811692,-0.0228523,-1.47017
1.31762e+09,237.36,38.1503,-1.4386,-0.0139289,-0.0215302,-1.47238
1.31762e+09,237.549,36.1542,-1.38205,-0.00924395,-0.0184455,-1.47748
1.31762e+09,237.778,33.6705,-1.29659,-0.00833022,-0.0240564,-1.48791
1.31762e+09,237.965,31.4918,-1.22342,-0.0124304,-0.019501,-1.50869
1.31762e+09,238.047,29.1674,-1.14328,-0.00688452,-0.0197686,-1.5505
1.31762e+09,237.999,26.9102,-1.07001,-0.00139236,-0.0160635,-1.61272
1.31762e+09,237.734,24.7944,-1.00892,0.00723798,-0.0161459,-1.72971
1.31762e+09,237.109,22.8563,-0.953856,0.0132234,-0.0294862,-1.93447
1.31762e+09,235.768,20.9456,-0.894272,0.0123149,-0.027516,-2.26547
1.31762e+09,234.137,19.7302,-0.855042,0.0232035,-0.0306617,-2.54482
1.31762e+09,231.835,18.7456,-0.799397,0.0383763,-0.0229655,-2.82576
1.31762e+09,229.442,18.1798,-0.758367,0.039474,-0.0075666,-2.98213
1.31762e+09,227.445,17.917,-0.740491,0.0408799,-0.00517602,-3.04441
1.31762e+09,225.256,17.745,-0.735829,0.0409446,-0.000308498,-3.08729
1.31762e+09,222.889,17.6308,-0.734507,0.0472532,0.00272457,-3.10586
1.31762e+09,220.34,17.5438,-0.740685,0.0503819,0.00410491,-3.10994
1.31762e+09,217.643,17.4509,-0.743557,0.0508564,0.0028439,-3.10607
1.31762e+09,214.776,17.3383,-0.742297,0.0544016,-0.00218946,-3.10254
1.31762e+09,212.772,17.2446,-0.729031,0.0574567,-0.00258242,-3.09679
1.31762e+09,210.717,17.1335,-0.713772,0.0560007,-0.00450387,-3.08861
1.31762e+09,208.646,17.0007,-0.701951,0.0519659,-0.00331322,-3.08122
1.31762e+09,206.511,16.8506,-0.687923,0.051155,-0.00390715,-3.07549
1.31762e+09,204.321,16.6924,-0.66821,0.051788,-0.00178741,-3.07078
1.31762e+09,202.05,16.5188,-0.649146,0.0530916,-0.0026252,-3.06561
1.31762e+09,199.836,16.3369,-0.635662,0.0509201,-0.00277023,-3.06294
1.31762e+09,197.564,16.1415,-0.621853,0.0526544,-0.0020007,-3.06057
1.31762e+09,195.31,15.9503,-0.600694,0.0527466,-0.00185678,-3.05922
1.31762e+09,192.982,15.7533,-0.577807,0.0532816,-0.000509441,-3.05867
1.31762e+09,190.647,15.5493,-0.557231,0.0507291,0.00076785,-3.05966
1.31762e+09,188.344,15.3565,-0.544042,0.0500228,0.000228757,-3.06179
1.31762e+09,185.973,15.1542,-0.528555,0.0491344,-0.000728816,-3.0655
1.31762e+09,183.577,14.9657,-0.516361,0.0501442,0.00517434,-3.06814
1.31762e+09,181.17,14.7874,-0.517876,0.0539758,0.00756474,-3.07139
1.31762e+09,178.719,14.6122,-0.519238,0.0564783,0.00478724,-3.07444
1.31762e+09,176.286,14.4524,-0.521696,0.0583654,0.00394088,-3.07763
1.31762e+09,173.763,14.2973,-0.508552,0.0614217,0.00163656,-3.0799
1.31762e+09,171.256,14.1328,-0.489688,0.0593391,0.000362767,-3.08091
1.31762e+09,168.708,13.966,-0.485823,0.0589022,0.00461362,-3.08325
1.31762e+09,166.157,13.8026,-0.484239,0.060555,0.00113475,-3.08381
1.31762e+09,163.604,13.6525,-0.460221,0.0586305,-0.00171303,-3.08349
1.31762e+09,160.973,13.4886,-0.439106,0.0614311,0.00271616,-3.08243
1.31762e+09,158.349,13.3229,-0.421339,0.0629135,0.00240634,-3.08159
1.31762e+09,155.783,13.1644,-0.403341,0.0625652,0.00142656,-3.08049
1.31762e+09,153.183,12.9883,-0.39186,0.063883,0.00182865,-3.07915
1.31762e+09,150.566,12.8099,-0.372902,0.0636602,0.00295881,-3.07745
1.31762e+09,147.97,12.6295,-0.354339,0.0627964,0.00433549,-3.07546
1.31762e+09,145.367,12.4456,-0.335338,0.0635534,0.0039573,-3.07363
1.31762e+09,142.809,12.2638,-0.322736,0.063843,0.00327792,-3.07233
1.31762e+09,140.223,12.0716,-0.299638,0.0639201,0.00297215,-3.07074
1.31762e+09,137.617,11.8664,-0.288559,0.0625827,0.00420528,-3.06922
1.31762e+09,135.048,11.67,-0.283197,0.0617403,0.0131082,-3.06757
1.31762e+09,132.523,11.4748,-0.28224,0.0633629,0.0117172,-3.06565
1.31762e+09,129.963,11.2721,-0.288751,0.0640206,0.0112209,-3.06418
1.31762e+09,127.435,11.0675,-0.282279,0.0649811,0.013083,-3.06254
1.31762e+09,124.971,10.8696,-0.2802,0.0679119,0.0139512,-3.06209
1.31762e+09,122.525,10.6612,-0.270244,0.0656446,0.00836268,-3.06291
1.31762e+09,120.125,10.4623,-0.264337,0.0625208,0.00826064,-3.06401
1.31762e+09,117.827,10.2771,-0.248997,0.0614309,0.00809215,-3.06649
1.31762e+09,115.591,10.1048,-0.229266,0.0600209,0.00817997,-3.06852
1.31762e+09,113.437,9.93748,-0.209613,0.0592773,0.00711388,-3.07105
1.31762e+09,111.329,9.78264,-0.189279,0.0587708,0.00632597,-3.0734
1.31762e+09,109.328,9.64519,-0.165245,0.0599015,0.00650964,-3.07544
1.31762e+09,106.473,9.45259,-0.137303,0.0602904,0.00848856,-3.07869
1.31762e+09,103.851,9.28569,-0.112032,0.0568552,0.011191,-3.08214
1.31762e+09,101.439,9.13953,-0.097318,0.0611477,0.0156785,-3.08239
1.31762e+09,99.2184,8.94792,-0.090559,0.0727764,0.0150625,-3.06215
1.31762e+09,97.2021,8.65199,-0.0797129,0.0791879,0.0137171,-3.00275
1.31762e+09,94.8583,8.02494,-0.0462403,0.0770931,0.00281906,-2.86467
1.31762e+09,92.8172,7.03868,6.52619e-05,0.0520876,-0.00365053,-2.68406
1.31762e+09,91.0631,5.67135,0.0305706,0.0226724,0.000530406,-2.46896
1.31762e+09,89.6757,4.02858,0.058938,0.0191643,-0.00112329,-2.23048
1.31762e+09,88.7608,2.15421,0.102366,0.00786325,-0.00433465,-1.98998
1.31762e+09,88.3029,-0.246089,0.13734,-0.00364271,-0.0126128,-1.73945
1.31762e+09,88.2226,-2.71169,0.188408,-0.00546109,-0.0300774,-1.61684
1.31762e+09,88.2081,-4.99453,0.257508,-0.00344762,-0.0208582,-1.58606
1.31762e+09,88.1764,-7.47666,0.322579,0.00674566,-0.0230982,-1.58414
1.31762e+09,88.1353,-9.47783,0.374689,0.0101153,-0.02277,-1.58516
1.31762e+09,88.0898,-11.6141,0.42952,0.0223312,-0.0227096,-1.58048
1.31762e+09,88.0594,-13.9149,0.485456,0.029751,-0.0228485,-1.56108
1.31762e+09,88.1436,-16.332,0.545871,0.0301471,-0.0191149,-1.53014
1.31762e+09,88.3194,-18.8745,0.615869,0.0248368,-0.0251578,-1.49781
1.31762e+09,88.6143,-21.4843,0.695568,0.00580374,-0.028494,-1.47939
1.31762e+09,88.8865,-24.11,0.794643,-0.00630069,-0.0234316,-1.48427
1.31762e+09,89.1161,-26.6956,0.890217,-0.0140941,-0.0246099,-1.50916
1.31762e+09,89.2286,-29.2768,0.980099,-0.0172833,-0.0197041,-1.54395
1.31762e+09,89.257,-31.8683,1.06728,-0.0123237,-0.0222655,-1.58116
1.31762e+09,89.166,-34.3917,1.15124,-0.00779109,-0.020572,-1.61418
1.31762e+09,89.0249,-36.9586,1.23733,-0.00328791,-0.0249965,-1.63188
1.31762e+09,88.8722,-39.5207,1.32928,-0.00308712,-0.0296078,-1.63403
1.31762e+09,88.7383,-42.1776,1.41454,-0.00434996,-0.0248493,-1.62723
1.31762e+09,88.6149,-44.8712,1.50092,-0.00532359,-0.0209911,-1.62251
1.31762e+09,88.5169,-47.5689,1.58454,-0.0171217,-0.0222807,-1.63449
1.31762e+09,88.3219,-50.2474,1.67354,-0.025959,-0.0300842,-1.67413
1.31762e+09,87.9394,-52.9547,1.77017,-0.0229536,-0.026192,-1.73315
1.31762e+09,87.412,-55.5082,1.86837,-0.011988,-0.0265695,-1.79767
1.31762e+09,86.7313,-58.0264,1.95941,0.000978361,-0.0241439,-1.8553
1.31762e+09,85.9292,-60.5366,2.04157,0.00555096,-0.0117272,-1.89597
1.31762e+09,85.0358,-63.0988,2.06772,0.0150937,-0.00640971,-1.90955
1.31762e+09,84.1925,-65.5587,2.12994,0.0138493,-0.0265871,-1.90974
1.31762e+09,83.2676,-68.1928,2.21981,0.0142553,-0.0140712,-1.91723
1.31762e+09,82.3047,-70.7598,2.28993,0.0157536,-0.0153952,-1.94439
1.31762e+09,81.2096,-73.3409,2.34841,0.0177291,-0.022754,-1.98909
1.31762e+09,79.9621,-75.9591,2.44825,0.0170278,-0.0314357,-2.02341
1.31762e+09,78.6464,-78.642,2.5366,0.0248365,-0.0235411,-2.03203
1.31762e+09,77.7678,-80.4396,2.59875,0.0243728,-0.0231948,-2.03396
1.31762e+09,76.8919,-82.2502,2.67802,0.0214745,-0.0226792,-2.03686
1.31762e+09,75.579,-84.8935,2.79316,0.00924534,-0.02226,-2.05135
1.31762e+09,74.1906,-87.4704,2.86429,0.00365119,-0.0169628,-2.08442
1.31762e+09,72.7339,-89.9737,2.93905,-0.000537405,-0.0156109,-2.12709
1.31762e+09,71.1967,-92.3395,3.02313,0.00312941,-0.0196185,-2.17383
1.31762e+09,69.5486,-94.6204,3.10399,0.00270762,-0.0170877,-2.21856
1.31762e+09,67.8218,-96.7794,3.17655,0.007372,-0.01662,-2.24921
1.31762e+09,66.1132,-98.872,3.25692,0.0133753,-0.0162912,-2.25877
1.31762e+09,64.4953,-100.881,3.33953,0.0173889,-0.0152586,-2.25183
1.31762e+09,63.0261,-102.753,3.41823,0.0199625,-0.0143647,-2.23375
1.31762e+09,61.7254,-104.493,3.47934,0.0180528,-0.0128136,-2.21699
1.31762e+09,60.4956,-106.125,3.55305,0.0188486,-0.0218963,-2.2149
1.31762e+09,59.27,-107.734,3.60485,0.0232359,-0.0229161,-2.22724
1.31762e+09,58.0123,-109.326,3.66609,0.017979,-0.00669057,-2.24411
1.31762e+09,56.7622,-110.91,3.7082,0.0132449,-0.019173,-2.25579
1.31762e+09,55.4588,-112.537,3.74794,0.00906457,-0.021497,-2.26072
1.31762e+09,54.0784,-114.25,3.80212,0.011192,-0.00893951,-2.25515
1.31762e+09,52.705,-116.031,3.8483,0.00968662,-0.00738591,-2.23121
1.31762e+09,51.3574,-117.919,3.88328,-0.00616579,-0.00728841,-2.20698
1.31762e+09,49.9993,-119.907,3.91374,-0.0328244,-0.0245013,-2.19593
1.31762e+09,48.5494,-121.971,3.99064,-0.0349868,-0.0189886,-2.18982
1.31762e+09,47.0486,-124.088,4.04703,-0.0290781,-0.0219285,-2.19088
1.31762e+09,45.4671,-126.316,4.12037,-0.0305958,-0.0153948,-2.19603
1.31762e+09,43.8217,-128.615,4.17942,-0.0358978,-0.0164942,-2.20147
1.31762e+09,42.119,-130.975,4.22821,-0.0401069,-0.00094686,-2.20715
1.31762e+09,40.4198,-133.359,4.28018,-0.0418871,-0.00554275,-2.20727
1.31762e+09,38.7142,-135.734,4.31246,-0.0430114,-0.00792646,-2.20113
1.31762e+09,36.9951,-138.068,4.35419,-0.0276992,-0.0104559,-2.18783
1.31762e+09,35.3673,-140.418,4.42464,-0.0263645,-0.00875249,-2.18535
1.31762e+09,33.7581,-142.764,4.45432,-0.0334633,-0.00154982,-2.19067
1.31762e+09,32.1334,-145.082,4.50884,-0.0327836,-0.00765498,-2.19675
1.31762e+09,30.502,-147.359,4.56476,-0.0386224,-0.0173086,-2.2031
1.31762e+09,28.8541,-149.638,4.64265,-0.0313876,-0.00995712,-2.20272
1.31762e+09,27.2497,-151.857,4.70473,-0.0372994,-0.0187519,-2.20096
1.31762e+09,25.7008,-154.022,4.77514,-0.0304638,-0.00788168,-2.20391
1.31762e+09,24.2153,-156.001,4.84481,-0.028421,-0.0270408,-2.21419
1.31762e+09,22.7895,-157.898,4.90531,-0.0258327,-0.00347999,-2.2299
1.31762e+09,21.5068,-159.529,4.96519,-0.0182269,-0.0229242,-2.24001
1.31762e+09,19.9411,-161.502,5.05209,-0.00123085,-0.0195087,-2.21747
1.31762e+09,18.7091,-163.535,5.13941,0.0193471,-0.0214668,-2.09544
1.31762e+09,17.8741,-165.65,5.22322,0.0127474,-0.0276482,-1.92488
1.31762e+09,17.3902,-167.893,5.30288,0.00163484,-0.0313152,-1.75219
1.31762e+09,17.2363,-170.292,5.38827,-0.0189091,-0.0154236,-1.62177
1.31762e+09,17.2597,-172.729,5.43777,-0.0437241,-0.0140146,-1.57323
1.31762e+09,17.2688,-175.357,5.47624,-0.0475444,-0.00968068,-1.58049
1.31762e+09,17.2301,-177.374,5.53281,-0.0447609,-0.0255399,-1.59878
1.31762e+09,17.1659,-179.45,5.59989,-0.0554379,-0.0240586,-1.61992
1.31762e+09,17.0831,-181.643,5.67441,-0.0578313,-0.0214614,-1.63905
1.31762e+09,16.906,-183.847,5.74595,-0.0480099,-0.0247736,-1.64593
1.31762e+09,16.7645,-186.14,5.8127,-0.0512792,-0.0187343,-1.64197
1.31762e+09,16.6369,-188.425,5.87168,-0.0481656,-0.0148362,-1.64038
1.31762e+09,16.5027,-190.73,5.92231,-0.0449541,-0.0105681,-1.63581
1.31762e+09,16.4047,-193.051,5.98987,-0.0443365,-0.0200868,-1.63566
1.31762e+09,16.2417,-195.432,6.04043,-0.0436496,-0.0166527,-1.63928
1.31762e+09,16.1058,-197.817,6.09963,-0.0470971,-0.0270643,-1.64676
1.31762e+09,15.9107,-200.244,6.17592,-0.0398729,-0.0258546,-1.65299
1.31762e+09,15.7002,-202.736,6.24449,-0.0321348,-0.0186576,-1.65346
1.31762e+09,15.4878,-205.252,6.31063,-0.0260483,-0.0204513,-1.65183
1.31762e+09,15.3108,-207.815,6.38303,-0.0318472,-0.0179535,-1.6442
1.31762e+09,15.1328,-210.311,6.46928,-0.0299516,-0.0306751,-1.63727
1.31762e+09,14.9974,-212.877,6.53796,-0.0418757,-0.0128599,-1.63729
1.31762e+09,14.8591,-215.398,6.60647,-0.0481336,-0.0236299,-1.64095
1.31762e+09,14.6754,-217.984,6.66768,-0.050354,-0.0142419,-1.64262
1.31762e+09,14.498,-220.552,6.73069,-0.0381298,-0.0204584,-1.64202
1.31762e+09,14.3114,-223.176,6.80422,-0.0323938,-0.01687,-1.6397
1.31762e+09,14.1624,-225.833,6.87441,-0.0405528,-0.0155864,-1.63901
1.31762e+09,14.0077,-228.505,6.93573,-0.0482339,-0.0167271,-1.64358
1.31762e+09,13.8121,-231.203,7.00569,-0.0365538,-0.0146275,-1.64827
1.31762e+09,13.6071,-233.878,7.08327,-0.0378733,-0.0160739,-1.65335
1.31762e+09,13.421,-236.617,7.13139,-0.0413686,-0.0083944,-1.65893
1.31762e+09,13.2013,-239.243,7.21589,-0.0396851,-0.023625,-1.65853
1.31762e+09,12.9946,-241.886,7.27879,-0.0362196,-0.0175011,-1.65383
1.31762e+09,12.7987,-244.491,7.35653,-0.043334,-0.0215003,-1.64737
1.31762e+09,12.6067,-247.095,7.45457,-0.0335758,-0.0233652,-1.64233
1.31762e+09,12.4385,-249.66,7.52132,-0.0390547,-0.0191773,-1.63837
1.31762e+09,12.2997,-252.191,7.60544,-0.0302298,-0.0170113,-1.63178
1.31762e+09,12.1837,-254.618,7.68067,-0.0346623,-0.0162586,-1.62703
1.31762e+09,12.0741,-256.917,7.75064,-0.0318076,-0.00947026,-1.62723
1.31762e+09,11.9499,-259.06,7.81599,-0.0320351,-0.0211581,-1.63082
1.31762e+09,11.8008,-261.12,7.88876,-0.0295988,-0.0196487,-1.64488
1.31762e+09,11.5478,-263.706,7.97974,-0.0280331,-0.0202306,-1.68631
1.31762e+09,11.1643,-266.06,8.05833,-0.0120252,-0.00439277,-1.73442
1.31762e+09,10.7471,-268.112,8.10816,0.00319005,-0.0118676,-1.77658
1.31762e+09,10.2434,-270.202,8.16665,0.0145063,-0.00881845,-1.80042
1.31762e+09,9.8817,-272.308,8.22502,0.013836,-0.019751,-1.7252
1.31762e+09,10.1686,-274.414,8.27294,-0.00225145,-0.00806948,-1.46725
1.31762e+09,11.03,-276.221,8.3024,0.00184527,-0.017459,-1.08864
1.31762e+09,12.5817,-277.701,8.33825,-0.0203977,-0.0153916,-0.692572
1.31762e+09,14.521,-278.561,8.36522,-0.0449819,-0.00304645,-0.415815
1.31762e+09,16.4849,-279.107,8.34195,-0.0560053,-0.00414895,-0.283386
1.31762e+09,18.8688,-279.604,8.34137,-0.0546217,0.00207938,-0.181
1.31762e+09,20.867,-279.816,8.34704,-0.0586633,-0.0119334,-0.118794
1.31762e+09,23.0988,-279.982,8.34049,-0.0658296,0.00123195,-0.0771072
1.31762e+09,25.4429,-280.089,8.363,-0.0595268,0.00285733,-0.0535034
1.31762e+09,27.9294,-280.163,8.34952,-0.0696124,0.000627298,-0.0474613
1.31762e+09,30.6022,-280.279,8.36412,-0.0647005,-0.00422123,-0.0531509
1.31762e+09,33.3897,-280.444,8.36401,-0.0587507,0.00922739,-0.0617857
1.31762e+09,36.214,-280.638,8.36396,-0.0512567,-0.00147892,-0.0693069
1.31762e+09,39.1226,-280.831,8.40171,-0.0554499,-0.00057393,-0.0756918
1.31762e+09,42.0858,-281.041,8.37961,-0.0497393,0.0066177,-0.0770944
1.31762e+09,45.0876,-281.238,8.42713,-0.0546608,-0.00366751,-0.0763025
1.31762e+09,47.123,-281.37,8.42882,-0.0573934,0.00610902,-0.0756635
1.31762e+09,49.1474,-281.493,8.43509,-0.0634265,0.00769424,-0.0745442
1.31762e+09,51.2102,-281.615,8.41984,-0.0694344,0.0178776,-0.073015
1.31762e+09,53.2301,-281.742,8.40384,-0.0695751,0.012191,-0.0692065
1.31762e+09,55.2521,-281.871,8.3955,-0.065982,0.00778129,-0.0680059
1.31762e+09,57.2656,-282.003,8.39494,-0.0640947,-0.00168168,-0.0707002
1.31762e+09,59.313,-282.118,8.41417,-0.0675334,0.0075349,-0.0723996
1.31762e+09,61.3392,-282.237,8.43642,-0.0734901,0.00267883,-0.076963
1.31762e+09,63.3814,-282.368,8.44892,-0.0819802,0.00696025,-0.0837181
1.31762e+09,65.4206,-282.534,8.4336,-0.0778516,0.0154102,-0.0878954
1.31762e+09,67.4443,-282.743,8.4321,-0.06419,0.00532042,-0.0858818
1.31762e+09,69.4712,-282.907,8.4266,-0.0680839,0.0101246,-0.0809601
1.31762e+09,71.5151,-283.028,8.42145,-0.0670727,0.0125351,-0.0756897
1.31762e+09,73.5521,-283.133,8.42945,-0.0721473,-0.00600835,-0.0693397
1.31762e+09,75.5954,-283.261,8.44478,-0.0741642,0.000931659,-0.0663973
1.31762e+09,77.6269,-283.364,8.46991,-0.0771337,0.00429861,-0.0644355
1.31762e+09,79.655,-283.467,8.48268,-0.0765111,-0.00068122,-0.0662627
1.31762e+09,81.6596,-283.599,8.49874,-0.0768903,0.000964267,-0.0689759
1.31762e+09,83.6714,-283.733,8.51982,-0.0686205,0.00404909,-0.0722545
1.31762e+09,85.6659,-283.88,8.54874,-0.0658282,-0.00737297,-0.0736829
1.31762e+09,87.6991,-284.021,8.56667,-0.0657071,0.00937677,-0.0779844
1.31762e+09,89.7203,-284.18,8.57421,-0.0588816,0.00311167,-0.0797434
1.31762e+09,92.6688,-284.375,8.61825,-0.0666175,-0.00957496,-0.0866763
1.31762e+09,94.6888,-284.551,8.63508,-0.0649451,0.00801682,-0.0939069
1.31762e+09,97.6517,-284.895,8.65957,-0.0576844,-0.00195568,-0.0957374
1.31762e+09,100.619,-285.186,8.67731,-0.0597187,-0.000513333,-0.122452
1.31762e+09,103.58,-285.554,8.69202,-0.0512827,0.00604725,-0.138744
1.31762e+09,106.515,-286.001,8.71028,-0.0487109,0.00369814,-0.15323
1.31762e+09,109.417,-286.425,8.73791,-0.054535,-0.00193197,-0.161247
1.31762e+09,112.302,-286.898,8.7702,-0.0434823,0.000961813,-0.159074
1.31762e+09,115.152,-287.332,8.79856,-0.0357016,0.00728518,-0.148932
1.31762e+09,117.953,-287.723,8.82854,-0.0308883,-0.00484021,-0.140177
1.31762e+09,120.725,-288.117,8.84507,-0.0167319,0.012483,-0.135359
1.31762e+09,123.374,-288.498,8.85874,-0.00222598,0.0118966,-0.134778
1.31762e+09,125.961,-288.833,8.86096,-0.00663216,0.00956625,-0.142737
1.31762e+09,128.43,-289.198,8.86075,-0.00531953,0.0144351,-0.158975
1.31762e+09,130.727,-289.617,8.87195,-0.00212354,0.00828791,-0.184999
1.31762e+09,132.892,-290.053,8.88385,-0.011273,0.0104882,-0.214224
1.31762e+09,135.411,-290.609,8.92832,-0.0231261,0.000502123,-0.248162
1.31762e+09,137.669,-291.22,8.92924,-0.0112079,0.0137489,-0.261611
1.31762e+09,139.795,-291.745,8.92599,-0.000786934,0.00112207,-0.241675
1.31762e+09,141.974,-292.134,8.93698,-0.00219955,0.0154503,-0.16508
1.31762e+09,144.123,-292.229,8.94203,0.000789062,0.000711334,-0.0179993
1.31762e+09,146.295,-291.892,8.95345,0.00114698,0.00991925,0.184347
1.31762e+09,148.371,-291.055,8.93424,-0.00198974,0.018175,0.420079
1.31762e+09,150.285,-289.703,8.91995,-0.00707896,0.0330352,0.668379
1.31762e+09,151.884,-287.851,8.83881,-0.00326583,0.0407519,0.901123
1.31762e+09,153.159,-285.585,8.75961,-0.0173752,0.0216035,1.06659
1.31762e+09,154.064,-283.69,8.70653,-0.0293937,0.0371137,1.11291
1.31762e+09,155.013,-281.66,8.63684,-0.0361851,0.0362674,1.11802
1.31762e+09,156.029,-279.542,8.56729,-0.0414135,0.0336516,1.11205
1.31762e+09,157.1,-277.34,8.50665,-0.0503048,0.0245479,1.10145
1.31762e+09,158.274,-275.022,8.44658,-0.0523638,0.0278104,1.08893
1.31762e+09,159.538,-272.611,8.38193,-0.0457759,0.0252332,1.08361
1.31762e+09,160.866,-270.072,8.3103,-0.0520868,0.0322881,1.07997
1.31762e+09,162.209,-267.562,8.23424,-0.0465776,0.0246603,1.0716
1.31762e+09,163.586,-264.992,8.1963,-0.0529224,0.0255527,1.05506
1.31762e+09,165.06,-262.477,8.13057,-0.0505253,0.0273541,1.02662
1.31762e+09,166.596,-260.038,8.0886,-0.0454747,0.0255847,0.995659
1.31762e+09,168.208,-257.635,8.02922,-0.0334599,0.0314325,0.969111
